path	category	proposed_action	reason
artifacts/derived/phase0b/s15850/s13/B1.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/B1.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/J25.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/J50.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/J75.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/J75.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/J75.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/J75.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/J75.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/P.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/P.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/P.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/P.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/P.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/Rstar.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/Rstar.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/Rstar.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/Rstar.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/Rstar.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/S.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/plan.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s13/plan.pre_native.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s15850_nangate45_compatible.v	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/A.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/A.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/A.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/A.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/A.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B0.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B0.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B0.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B1.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B1.native_qualification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B1.openroad_native.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B1.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B1.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B1.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/B1.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/J25.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/J50.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/J75.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/J75.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/J75.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/J75.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/J75.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/P.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/P.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/P.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/P.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/P.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/Rstar.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/Rstar.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/Rstar.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/Rstar.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/Rstar.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/S.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/plan.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s17/plan.pre_native.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/A.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/A.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/A.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/A.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/A.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B0.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B0.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B0.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B1.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B1.native_qualification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B1.openroad_native.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B1.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B1.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B1.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/B1.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/J25.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/J50.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/J75.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/J75.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/J75.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/J75.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/J75.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/P.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/P.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/P.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/P.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/P.scan_order.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/Rstar.architecture.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/Rstar.rewire.tcl	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/Rstar.rewire_endpoints.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
artifacts/derived/phase0b/s15850/s19/Rstar.rewire_verification.json	B_REQUIRED_SCIENTIFIC_EVIDENCE	TRACK_AND_COMMIT	Compact scientific evidence, frozen result, route proof, or source figure.
